followers,following,posts,bio_length,profile_pic,is_private,fake
6316,753,25,7,0,0,0
2710,1868,432,78,0,1,0
8644,181,238,117,0,0,0
8069,1513,361,121,0,0,0
1657,902,144,73,0,1,0
2541,3344,488,27,1,1,0
6763,3453,67,139,0,0,0
3075,3607,187,170,0,0,0
3164,2556,365,119,1,1,0
2053,2139,130,164,1,0,0
8479,4244,220,107,1,1,0
5737,2164,280,126,1,1,0
3217,2612,276,62,1,0,0
1447,2021,139,100,0,1,0
6009,2821,53,92,1,1,0
607,2281,0,62,1,0,0
4552,1570,127,9,1,1,0
1764,1972,0,79,0,0,0
9417,3986,172,36,1,0,0
9427,2244,429,10,1,1,0
9221,2442,431,114,0,0,0
2671,713,390,89,1,0,0
6519,3545,265,18,0,1,0
3962,222,398,51,0,1,0
3177,863,295,117,1,1,0
3722,4625,255,17,0,1,0
4906,1425,394,93,1,0,0
7263,2304,439,31,1,0,0
5054,653,173,150,1,0,0
9667,1159,44,139,0,1,0
808,1842,342,57,0,0,0
9170,443,140,20,0,1,0
725,2465,26,148,0,1,0
7701,4669,232,28,0,1,0
1216,4436,208,46,1,0,0
4051,2857,49,139,1,0,0
2197,1280,60,57,1,1,0
2806,3039,242,168,0,1,0
8970,3795,268,18,0,1,0
972,3637,139,139,0,1,0
5634,3758,156,22,1,0,0
7483,99,84,132,1,0,0
2123,2086,83,121,0,1,0
8790,2310,275,153,1,0,0
224,4245,30,116,0,1,0
9032,2737,7,62,1,1,0
1814,1607,279,51,0,1,0
1106,2953,202,9,0,1,0
124,3981,422,85,1,0,0
3246,3194,32,166,1,1,0
2931,4339,297,150,0,0,0
2971,4682,142,10,1,1,0
2017,3092,451,94,1,1,0
7415,2962,448,71,1,0,0
2415,2662,415,127,0,0,0
3096,855,394,47,1,0,0
1609,2146,349,91,1,1,0
717,4925,36,15,1,1,0
3561,1386,146,173,1,0,0
9208,1716,434,174,0,0,0
6782,4151,227,94,0,1,0
1048,1725,33,47,0,1,0
9549,1953,454,196,1,0,0
8307,184,443,152,0,0,0
7905,521,236,76,1,1,0
9993,2311,211,92,0,1,0
5578,1248,308,103,0,1,0
1620,1658,139,80,1,1,0
6548,1002,189,36,1,1,0
7381,3227,95,101,1,0,0
4780,3138,193,190,0,1,0
3792,1928,469,28,1,0,0
2941,393,360,57,1,1,0
5695,1617,303,93,1,1,0
6401,3641,295,158,0,1,0
9169,660,151,85,1,1,0
6197,4164,433,109,0,0,0
5450,319,222,195,0,1,0
8975,2224,195,40,1,1,0
8432,583,87,177,1,1,0
5874,3600,298,43,1,0,0
1553,581,16,136,1,1,0
1012,3696,487,186,0,1,0
8378,1767,210,89,1,0,0
1881,1556,231,154,1,1,0
6799,1798,357,108,0,0,0
4586,4206,182,58,0,0,0
8622,998,161,109,1,1,0
8430,757,366,105,1,1,0
6447,282,480,130,1,0,0
2345,4896,69,6,1,1,0
75,130,59,81,1,1,0
9548,1293,178,15,0,0,0
5877,60,483,48,0,0,0
6785,2211,76,120,0,1,0
4922,1548,494,31,1,1,0
8090,4367,456,88,1,1,0
2330,1781,34,171,1,1,0
4686,37,417,18,1,0,0
1902,3631,15,2,0,1,0
4670,2664,465,121,0,1,0
7143,473,401,59,1,1,0
2059,58,293,162,1,0,0
140,2636,497,28,1,0,0
1789,2614,170,74,0,1,0
16,2614,31,69,0,0,1
464,4999,262,82,1,0,0
4471,4478,214,100,1,1,0
1827,1411,470,172,0,0,0
8711,84,45,154,1,0,0
5956,1533,188,196,0,1,0
89,3797,273,89,1,0,1
4815,2674,70,162,0,0,0
2851,2873,489,146,1,1,0
2843,3120,295,16,0,1,0
9117,1090,87,34,0,0,0
6543,2834,333,112,1,1,0
5901,4224,433,157,0,1,0
969,2076,260,121,1,0,0
1094,3190,493,47,0,0,0
6124,4787,181,184,1,1,0
7347,4228,341,16,1,1,0
3195,1208,441,100,0,1,0
1404,3577,21,14,1,0,0
6940,4741,73,127,1,0,0
4290,2581,89,111,1,0,0
3982,3787,334,13,1,1,0
5555,515,165,141,0,0,0
7954,2212,488,172,0,0,0
4713,2974,233,96,1,1,0
3092,932,374,165,0,0,0
4159,1663,432,190,1,1,0
6308,556,128,118,1,1,0
7478,1671,333,10,1,1,0
8476,992,291,47,0,1,0
4933,1628,94,153,1,1,0
4926,1691,27,66,1,0,0
9379,4852,353,24,0,1,0
3969,1104,34,188,1,1,0
2965,1270,443,85,0,1,0
4319,2902,230,109,0,1,0
8975,4744,317,153,0,0,0
7108,1409,342,161,1,0,0
9141,3646,429,89,1,0,0
3939,1330,363,8,1,0,0
44,4723,466,39,1,1,1
1810,2054,124,6,1,1,0
4566,953,465,157,1,1,0
9021,1842,78,117,1,0,0
1909,2802,380,193,1,1,0
6364,9,60,157,1,0,0
2581,2609,448,195,1,1,0
691,121,216,57,1,1,0
931,4782,281,54,1,0,0
7910,2560,162,13,0,1,0
6382,3037,56,117,0,1,0
3406,440,462,76,1,1,0
8339,2749,190,164,1,1,0
1032,590,131,123,0,1,0
1311,1368,462,171,0,0,0
8579,1989,41,133,1,1,0
3121,1361,485,25,1,1,0
1873,3773,172,127,1,0,0
9107,2064,166,117,1,1,0
6781,2415,249,141,1,1,0
3748,2951,192,135,0,1,0
277,2768,277,23,1,1,0
1859,3416,394,166,0,1,0
5929,1576,237,176,0,1,0
6792,114,229,84,1,0,0
4713,1368,164,62,1,0,0
4675,138,242,25,0,1,0
1170,4923,89,9,1,1,0
8681,4941,178,105,0,1,0
9374,3373,474,116,0,1,0
5308,1315,57,57,1,1,0
2462,73,460,13,1,0,0
9822,3846,262,72,1,1,0
287,483,135,198,0,0,0
5953,4111,237,38,0,1,0
4282,1549,306,121,0,0,0
1907,1359,242,158,1,0,0
1161,1896,150,177,0,0,0
129,4224,345,143,1,0,0
6337,510,363,71,1,1,0
2363,422,246,111,0,1,0
8151,2432,218,50,1,1,0
5983,1906,8,142,0,1,0
143,4327,429,88,1,1,0
8207,958,293,37,1,0,0
7469,824,366,104,0,1,0
244,64,12,78,1,0,0
926,4928,262,88,0,1,0
3178,4710,394,70,1,0,0
2176,3348,457,89,0,1,0
5002,800,224,71,0,0,0
886,277,230,148,1,0,0
8532,1717,177,15,1,1,0
3398,2413,246,110,0,0,0
8497,1238,66,66,0,0,0
9099,4523,296,64,0,1,0
2654,1486,156,12,0,0,0
7392,4681,164,117,1,0,0
1371,3298,183,191,1,1,0
7135,4470,492,60,1,0,0
320,2995,207,31,1,0,0
4654,92,15,139,1,0,0
5300,3531,299,94,0,0,0
6761,1840,305,40,0,1,0
6854,3527,490,193,1,1,0
5505,1621,240,135,1,1,0
9323,1561,454,186,0,1,0
6553,1416,462,24,1,1,0
4042,2964,229,132,1,1,0
9009,4190,389,44,0,0,0
7498,1130,17,129,1,0,0
6636,1413,146,169,1,0,0
7362,3597,243,165,1,1,0
11,3744,50,2,1,1,1
194,2118,449,173,0,0,0
2537,663,258,149,1,0,0
2842,2634,237,103,1,1,0
2229,2774,245,32,0,0,0
3009,3969,344,31,0,1,0
7984,3490,483,110,0,0,0
2077,1571,309,16,1,1,0
7845,1523,48,119,0,0,0
3867,987,283,81,0,1,0
4873,3238,37,183,1,0,0
8635,3845,283,2,0,1,0
297,3693,31,69,1,0,0
5856,98,242,176,1,0,0
9036,2288,40,182,1,0,0
1015,1514,291,117,0,1,0
1384,4297,102,30,1,0,0
9589,633,291,148,0,0,0
8745,4841,106,15,0,1,0
2350,4585,245,16,1,0,0
1269,578,381,95,1,0,0
1260,3959,86,128,0,0,0
7701,272,65,111,1,0,0
8376,4881,137,101,0,0,0
4563,3954,325,71,0,0,0
6897,3927,199,192,0,0,0
5672,452,334,65,0,1,0
5593,1175,492,110,0,0,0
6155,4911,92,36,0,1,0
5543,413,446,151,1,0,0
7240,1550,347,90,0,1,0
4683,4526,277,83,0,1,0
1881,4990,481,110,1,0,0
8713,1946,19,61,1,1,0
3809,191,288,20,0,0,0
5807,40,398,105,0,1,0
4883,1859,390,36,0,1,0
7206,1332,471,34,1,1,0
4155,3449,89,165,0,1,0
4673,135,49,180,0,0,0
1409,4201,9,142,1,0,0
9886,4614,78,113,1,1,0
5197,1941,36,169,1,1,0
7452,1565,58,93,0,0,0
8718,4221,87,3,1,1,0
2172,388,458,106,0,1,0
279,1558,103,166,1,0,0
3977,2121,318,78,1,1,0
2669,1028,276,22,0,1,0
7825,3534,103,104,0,1,0
9943,81,253,14,1,0,0
3981,775,229,139,0,1,0
4769,3038,334,197,0,1,0
5247,4373,462,127,1,0,0
4427,2887,36,81,0,0,0
6135,1878,300,120,0,0,0
5573,2271,141,181,1,0,0
4131,1607,42,87,0,0,0
9900,3139,115,165,0,1,0
7189,605,340,155,0,1,0
4535,4735,491,78,1,1,0
2776,3414,83,18,0,1,0
9311,3665,416,68,0,1,0
7697,2144,258,191,0,0,0
8386,4270,359,131,0,0,0
662,3765,86,9,0,0,0
8671,1376,427,139,1,0,0
8044,3462,366,196,0,1,0
4218,347,342,134,1,0,0
9615,0,346,43,0,1,0
5060,62,290,150,1,1,0
5874,1783,408,1,0,0,0
5581,3814,95,93,1,1,0
2014,225,254,115,0,0,0
3789,1042,341,164,0,0,0
9103,844,135,68,0,0,0
7148,2680,247,147,0,0,0
7766,4119,498,171,1,0,0
2364,1234,371,107,0,1,0
3629,1984,445,69,0,1,0
5919,4256,485,73,0,1,0
5675,1278,401,178,0,0,0
8872,1594,91,79,1,1,0
6638,2551,411,97,0,1,0
4651,1952,458,158,0,1,0
609,1695,395,99,0,0,0
7940,954,447,168,0,0,0
3866,3291,246,57,1,1,0
371,356,257,132,0,1,0
6998,3595,186,160,1,1,0
615,968,420,170,0,1,0
6911,241,123,146,1,0,0
6010,3446,259,31,1,1,0
2253,4234,168,120,0,1,0
4942,2144,428,2,0,1,0
864,146,364,128,0,0,0
1268,542,110,168,0,0,0
7454,691,289,47,1,1,0
8976,1025,86,166,1,0,0
4571,4050,12,132,1,0,0
5229,4005,262,76,1,0,0
2237,3359,287,10,0,1,0
4054,2951,22,21,0,0,0
935,729,432,191,1,1,0
6394,4499,199,11,0,0,0
7891,2555,241,52,1,0,0
325,1150,238,54,1,1,0
9726,1735,302,52,1,1,0
7774,1038,164,20,0,0,0
3861,2912,225,18,1,0,0
1985,4840,175,196,1,1,0
4932,2540,28,87,1,0,0
4603,4414,164,93,0,1,0
2778,1242,22,199,0,1,0
9462,772,293,65,1,1,0
8832,1916,476,58,0,0,0
7754,3412,382,176,0,0,0
4078,2499,43,58,0,1,0
1367,3440,260,150,0,0,0
4042,3545,179,2,1,1,0
2575,1213,295,183,1,0,0
6754,2931,138,115,1,0,0
1581,418,333,57,1,0,0
1986,3781,247,61,0,0,0
2240,4960,240,145,1,1,0
3966,788,105,188,0,0,0
7604,1871,385,125,1,1,0
8320,4590,418,36,1,0,0
5968,2025,172,181,0,1,0
9043,2446,48,112,1,0,0
7493,4823,122,94,0,1,0
4103,560,34,77,1,0,0
2076,2651,105,192,1,1,0
5231,3904,475,141,0,0,0
2994,539,327,104,1,0,0
3744,4755,415,4,0,0,0
5594,3136,195,94,0,1,0
7531,3289,108,189,1,1,0
7371,2610,124,128,1,0,0
1644,4912,326,62,0,1,0
3144,1944,294,194,1,0,0
242,3145,431,19,1,0,0
4085,2758,346,42,0,0,0
7954,3260,36,84,0,1,0
7269,4107,187,93,1,1,0
7130,1895,336,41,0,0,0
6828,2500,457,107,1,1,0
8362,2829,387,93,1,1,0
8844,3873,22,196,1,0,0
6331,47,397,73,0,0,0
3512,2364,260,108,0,1,0
1499,2256,193,114,1,0,0
2158,4672,365,166,0,0,0
5162,753,151,189,0,1,0
4039,2802,17,175,0,1,0
2035,4649,26,124,0,1,0
7977,3652,23,5,0,0,0
857,402,28,122,1,0,0
3823,2086,138,41,0,1,0
6770,2227,495,57,0,1,0
9241,3410,145,170,0,0,0
298,2990,122,9,1,1,0
7244,4643,127,88,1,1,0
923,1149,367,77,0,0,0
4232,62,116,110,1,0,0
4306,4939,131,38,0,1,0
2799,3153,288,140,1,1,0
6578,1008,205,166,1,0,0
4875,2031,235,10,0,0,0
5326,1322,41,109,1,0,0
6582,2081,159,15,0,0,0
1802,751,251,32,0,1,0
2657,4144,178,187,1,0,0
3346,657,124,58,1,0,0
9663,1660,259,50,1,1,0
2949,700,275,14,0,1,0
941,1080,212,42,0,1,0
1907,2156,450,26,0,0,0
4837,1540,472,55,1,1,0
8105,3032,323,120,1,0,0
1243,1983,189,112,1,0,0
5696,314,57,59,1,1,0
1466,3081,430,114,0,0,0
3957,4733,202,108,1,1,0
1966,2314,79,197,0,1,0
375,2135,442,174,0,0,0
262,1649,227,111,0,0,0
4362,3219,389,99,1,0,0
6502,3800,94,7,1,1,0
7833,2478,423,190,1,1,0
1893,4067,460,134,1,1,0
8106,1775,406,80,1,0,0
1652,1966,435,129,1,1,0
5540,1767,3,144,1,1,0
3892,3815,164,120,1,1,0
599,241,425,3,1,0,0
4815,4797,484,25,1,0,0
1912,2949,299,77,1,0,0
9484,4836,480,71,1,1,0
8792,4876,380,196,1,1,0
8572,2256,41,132,1,0,0
4213,4111,284,127,0,0,0
3637,3368,228,4,0,1,0
9290,366,402,90,0,1,0
5599,2827,242,68,1,1,0
6448,1252,211,2,0,0,0
8557,2487,415,165,1,0,0
7382,4785,299,93,1,0,0
8982,3603,54,0,0,0,0
3569,3521,335,135,1,1,0
7707,4942,388,12,1,1,0
746,4517,368,197,1,1,0
8504,1643,429,177,1,0,0
4633,1212,459,111,0,0,0
920,4703,172,7,1,1,0
9269,19,276,157,0,0,0
7008,675,333,112,0,0,0
2381,4477,228,167,1,1,0
3618,608,405,78,0,0,0
8989,61,29,121,1,0,0
4443,1265,22,73,1,1,0
272,2285,4,126,0,1,0
1773,1154,62,160,0,1,0
2547,1628,220,112,0,0,0
3164,1626,314,51,1,1,0
4780,3716,477,120,0,1,0
946,1442,81,32,0,0,0
506,1653,493,72,0,0,0
6719,2502,241,95,1,1,0
8435,3269,252,36,1,1,0
8697,281,51,197,0,0,0
6360,4981,320,68,0,0,0
7657,1024,38,131,0,0,0
3590,4818,464,59,1,1,0
1192,3403,258,73,1,0,0
1464,1235,425,30,1,1,0
390,4182,326,13,1,1,0
5615,4760,410,59,1,1,0
6106,4957,411,67,0,0,0
8864,785,491,127,0,0,0
2560,3317,437,25,1,1,0
5867,1667,478,151,1,1,0
1211,3008,270,183,0,0,0
9121,3194,436,136,0,1,0
1539,4789,495,34,0,0,0
9104,3775,71,105,0,1,0
643,2446,69,23,0,0,0
8693,3790,219,158,0,1,0
8921,533,3,82,0,1,0
1283,401,349,193,0,1,0
7680,3663,490,193,0,0,0
7345,129,400,168,0,0,0
4386,2339,289,35,0,0,0
919,4371,379,100,1,1,0
2339,2959,389,33,1,1,0
8947,1858,291,120,1,0,0
5930,2973,354,38,0,0,0
5402,4150,230,22,0,0,0
5663,3649,422,79,1,1,0
5275,2786,79,171,1,0,0
507,3097,65,69,0,0,0
1436,3512,135,185,0,1,0
8750,4860,398,58,0,0,0
7354,1220,190,153,1,0,0
4516,641,346,21,0,0,0
3622,3314,335,108,0,0,0
4399,723,448,110,0,0,0
5037,4897,58,87,0,1,0
8111,737,265,39,1,0,0
3715,4853,6,84,1,0,0
7837,1299,367,93,0,0,0
1301,3480,201,10,1,0,0
7370,339,331,116,1,1,0
5185,152,464,8,0,0,0
2155,1421,236,11,1,1,0
6411,3051,267,153,0,0,0
6365,426,78,37,0,0,0
692,3558,45,130,1,0,0
1478,1135,242,125,0,1,0
6396,2372,287,142,0,0,0
8448,3329,159,174,0,0,0
441,949,114,132,0,0,0
2646,1373,473,53,1,0,0
5209,956,461,23,0,0,0
6533,1701,113,138,1,1,0
4677,2941,125,120,1,0,0
7211,2482,89,118,1,1,0
9927,1303,60,160,0,1,0
2645,370,452,73,1,1,0
8210,2980,499,184,1,0,0
9316,2296,316,179,1,1,0
7933,4798,101,191,1,0,0
5476,2125,113,170,1,1,0
7928,2966,173,120,1,0,0
2080,4145,451,127,1,0,0
6089,2742,91,43,0,0,0
7396,4021,182,89,0,0,0
9739,2364,384,163,1,0,0
7797,762,204,11,1,1,0
861,4062,362,183,0,0,0
8346,1004,194,2,1,1,0
3494,3755,304,49,1,0,0
904,2846,497,156,0,0,0
1269,349,24,107,1,0,0
404,2964,233,15,1,0,0
9035,686,15,167,1,0,0
9974,4637,468,26,1,0,0
9756,3126,140,122,0,0,0
1184,4456,435,69,1,0,0
8938,2755,107,41,1,0,0
1725,3524,419,184,0,1,0
8462,3624,455,137,0,1,0
5811,2732,299,124,1,1,0
5606,1693,338,165,1,0,0
3956,2892,302,135,1,1,0
171,3811,379,145,1,0,0
8465,4180,79,144,1,0,0
2306,684,75,57,1,0,0
9350,4340,275,105,1,1,0
9898,2919,401,65,0,1,0
9963,3756,437,171,0,0,0
421,3283,267,83,1,0,0
5540,4691,111,8,1,1,0
9401,4026,408,175,1,1,0
4675,1156,315,166,1,1,0
9082,3061,499,104,1,1,0
6748,4445,74,88,1,1,0
6103,2329,213,88,0,1,0
1473,1292,499,87,0,1,0
3243,1884,365,5,1,1,0
2181,1560,33,157,1,1,0
9641,983,140,122,1,0,0
3096,2067,493,73,0,0,0
6646,1863,165,102,0,0,0
9782,1979,395,145,0,0,0
5882,1736,230,170,1,1,0
5982,2452,291,32,0,0,0
5798,1918,27,180,1,0,0
9627,700,474,183,1,0,0
8415,4046,294,146,1,1,0
8411,2073,332,86,1,1,0
9846,4661,426,68,0,1,0
8456,3753,359,123,1,0,0
9145,394,90,25,1,0,0
4524,1956,114,156,0,0,0
6559,3048,158,151,1,0,0
7620,3452,257,5,1,1,0
2774,522,372,181,1,1,0
5673,1562,337,38,0,0,0
3124,2909,89,3,1,0,0
8671,2849,244,127,1,1,0
1353,549,297,57,0,0,0
9081,1468,30,47,1,1,0
3854,832,316,59,1,1,0
8134,4482,357,25,1,1,0
924,1421,311,76,1,0,0
2170,285,469,167,0,1,0
5506,2745,227,85,0,0,0
2395,3765,338,122,1,0,0
8220,4464,127,55,0,1,0
8226,1445,269,38,1,0,0
5515,1466,269,80,1,0,0
2670,1776,497,166,0,1,0
3365,3655,412,175,1,0,0
588,914,208,24,1,0,0
3138,287,177,161,1,0,0
9095,4190,305,126,1,0,0
6663,2088,190,148,0,0,0
4086,4426,356,24,0,0,0
8531,1804,456,88,0,0,0
4270,1178,448,21,0,0,0
6019,2551,67,22,0,0,0
9906,4370,326,152,1,0,0
556,1588,266,153,0,1,0
8022,1956,269,29,0,0,0
5452,1775,361,165,1,1,0
3567,4862,466,102,1,0,0
3899,987,359,161,1,0,0
6477,1203,386,76,1,0,0
7500,3330,127,72,1,1,0
1016,1119,263,142,0,0,0
6470,196,220,94,0,0,0
2062,3975,241,171,0,0,0
9030,525,484,94,1,0,0
9829,4727,243,137,0,1,0
4321,1410,426,116,1,0,0
3496,4503,392,36,0,1,0
1813,1292,18,6,1,0,0
6256,1194,395,123,0,0,0
9643,1948,154,31,0,1,0
2313,3655,228,10,1,1,0
9706,4786,367,175,1,0,0
1231,2217,57,108,1,1,0
9837,4254,280,91,0,0,0
5831,3580,44,195,1,0,0
2999,1017,101,47,1,0,0
3440,3153,47,44,1,1,0
4056,3590,49,94,0,1,0
305,4207,80,32,1,0,0
9915,4069,299,117,0,0,0
1689,47,58,131,0,0,0
9709,3663,160,46,0,1,0
3917,4471,102,121,1,1,0
7080,827,333,52,0,0,0
8611,4722,411,125,1,0,0
2936,2089,273,158,1,1,0
3862,2056,182,158,1,1,0
9642,818,416,26,0,1,0
5649,4752,115,88,0,1,0
3261,3984,361,175,0,0,0
9356,3680,398,35,1,1,0
1819,1811,444,176,1,1,0
1342,4885,266,158,0,0,0
5560,3114,163,100,0,1,0
2226,1629,142,121,1,1,0
1079,1543,436,171,1,0,0
4206,3579,317,124,1,0,0
6280,1904,303,58,1,0,0
7235,1436,93,22,0,0,0
813,3317,249,98,0,1,0
5089,3520,398,67,1,0,0
2031,3059,446,91,0,0,0
8514,4116,496,169,0,1,0
9095,998,342,104,1,0,0
9733,1431,426,41,1,0,0
5911,4552,305,140,0,0,0
2653,3061,315,128,1,1,0
3340,264,239,52,0,1,0
7876,3731,58,167,1,1,0
1141,2274,14,89,0,1,0
9041,3875,284,173,1,0,0
8558,3317,202,115,0,1,0
2897,2046,236,86,1,1,0
9281,3144,465,112,1,0,0
4041,3221,295,149,1,1,0
2038,3140,286,114,1,1,0
4270,4900,72,179,1,1,0
4683,1253,213,119,0,1,0
494,722,10,27,0,1,0
7116,83,336,52,1,0,0
1784,4835,224,116,0,0,0
3510,3370,317,190,0,0,0
3786,3819,202,144,1,1,0
5266,3364,230,63,0,0,0
9190,1757,391,5,0,0,0
5428,4318,50,141,0,1,0
6681,2780,56,113,0,0,0
6893,3287,131,127,1,0,0
9643,2452,419,16,0,1,0
9943,328,402,37,0,0,0
4658,425,279,196,0,0,0
7082,769,296,12,0,1,0
6869,3975,304,111,1,1,0
7607,607,465,180,0,1,0
7669,1852,224,136,1,1,0
6219,2672,173,171,1,1,0
4534,2124,291,126,1,1,0
5979,1300,265,105,1,1,0
8890,465,246,153,1,0,0
1312,1964,77,76,0,1,0
2962,1945,134,18,0,1,0
2938,2539,139,175,1,0,0
3197,2360,341,157,1,1,0
5296,2039,252,159,0,1,0
7204,1184,474,77,0,1,0
5730,3934,175,119,1,0,0
126,3217,420,78,0,0,0
5602,2782,458,75,0,0,0
1191,777,419,100,1,0,0
2639,3379,59,74,1,1,0
1366,2418,460,196,1,0,0
9211,4077,351,119,1,0,0
6453,4262,253,138,1,0,0
6671,2439,7,82,0,1,0
6683,4831,390,153,1,0,0
4539,1989,106,25,0,1,0
8876,1066,170,127,1,1,0
2887,944,57,144,1,1,0
9654,28,336,82,1,0,0
4086,1897,341,43,1,1,0
2261,1697,429,83,1,1,0
4180,2814,289,150,1,0,0
2841,3365,83,24,0,0,0
9959,2488,116,36,1,1,0
6040,1665,199,111,1,1,0
3560,4619,21,192,0,1,0
4758,1570,218,1,0,1,0
626,1733,225,97,1,1,0
5014,759,404,31,0,0,0
1375,2157,270,88,0,1,0
1181,1351,388,182,1,1,0
5708,3476,101,177,1,0,0
490,1268,144,192,0,1,0
3729,1785,455,159,1,1,0
5974,3949,146,36,0,1,0
3534,2607,260,114,0,0,0
3296,398,278,140,0,1,0
1940,2630,338,181,0,0,0
5014,2446,13,2,1,0,0
1882,1669,265,169,1,0,0
4908,238,286,39,1,1,0
2987,3536,140,73,1,0,0
5585,3861,382,65,1,1,0
3159,3103,405,59,1,1,0
4530,1146,292,10,1,0,0
681,1557,422,119,1,1,0
5254,3738,393,128,1,0,0
1073,2157,30,153,1,0,0
2387,3451,170,41,1,1,0
2693,299,354,189,1,1,0
9562,3698,204,122,0,1,0
4340,4053,477,188,1,1,0
2156,4859,481,91,1,1,0
7966,248,419,61,1,0,0
2580,2568,290,11,1,1,0
7257,4129,110,154,1,1,0
2159,4323,67,194,0,1,0
6772,4680,182,27,0,0,0
1627,2860,372,193,1,0,0
8219,723,195,155,1,0,0
7080,569,125,106,1,1,0
1985,219,174,148,0,0,0
9713,1394,261,134,1,0,0
8488,2834,374,94,1,1,0
2181,2122,411,13,0,1,0
2296,4231,285,166,0,1,0
7164,4000,154,117,1,0,0
2597,4349,68,125,1,0,0
901,3089,107,102,0,0,0
6060,49,422,72,1,1,0
9290,514,34,61,1,1,0
1677,2791,358,11,0,0,0
2881,2778,43,37,1,0,0
5622,2618,142,185,0,0,0
8052,1837,210,183,1,1,0
1378,4671,477,38,1,1,0
1248,1165,485,85,0,0,0
5650,4998,415,3,0,1,0
6079,2249,487,47,0,1,0
9456,414,284,134,0,1,0
7036,2268,446,59,0,0,0
6487,1104,5,167,0,0,0
1058,4858,217,7,0,1,0
2048,4658,26,123,0,1,0
6115,3356,226,115,0,0,0
4248,2416,283,57,1,0,0
2476,1934,388,184,1,0,0
4603,203,424,34,0,0,0
3553,68,55,72,1,1,0
9953,515,367,114,0,0,0
220,3563,309,12,0,0,0
4818,4456,335,38,1,0,0
7192,1464,104,83,0,0,0
4623,1652,17,20,0,0,0
7349,706,204,46,0,1,0
5618,1625,42,1,0,1,0
9856,4752,88,43,1,1,0
7209,3785,73,29,0,0,0
4576,1345,156,127,1,0,0
1871,343,265,54,1,1,0
7915,3786,133,39,0,0,0
1462,535,463,96,1,0,0
5521,354,88,91,1,0,0
8536,3542,235,23,1,0,0
8236,982,131,169,1,0,0
7813,1345,228,27,0,0,0
2068,3009,33,116,0,1,0
5753,526,82,104,0,0,0
7237,930,416,92,1,1,0
7016,2756,131,97,1,0,0
6191,2282,427,178,0,0,0
1514,1946,353,149,1,0,0
2598,3927,203,88,1,0,0
1001,2541,286,77,0,1,0
1033,1916,335,73,1,0,0
6899,3360,449,135,1,1,0
8465,1593,496,13,0,1,0
5051,2925,441,44,0,1,0
9971,3625,315,37,0,1,0
4476,1223,257,159,0,0,0
478,1959,291,61,0,1,0
515,965,453,95,0,0,0
1191,4992,124,66,0,1,0
6297,3678,443,60,1,1,0
9603,4312,150,12,0,1,0
271,622,358,118,1,0,0
8334,4448,246,86,0,1,0
7778,4787,174,82,1,0,0
6008,4726,371,79,1,1,0
7987,2372,491,46,1,1,0
3332,2948,356,110,1,1,0
787,3299,301,113,1,0,0
6222,1168,79,53,0,0,0
9873,4749,106,70,0,0,0
622,391,299,179,0,1,0
3841,3809,402,71,1,1,0
3676,2407,304,24,1,1,0
2572,4864,343,22,1,1,0
6915,4892,57,157,0,0,0
5033,4260,90,10,1,1,0
7788,4828,134,162,1,0,0
5214,580,349,26,0,0,0
4712,820,168,116,0,0,0
66,1247,333,66,0,1,1
7533,123,121,46,1,0,0
4616,4439,499,177,1,0,0
1140,1874,235,7,0,0,0
5730,523,398,182,1,1,0
7465,3123,75,76,1,0,0
9379,4224,308,169,1,0,0
4471,3198,476,66,1,0,0
3339,2785,22,147,0,0,0
548,2118,332,172,1,0,0
7675,1210,72,34,1,0,0
8264,1026,87,76,0,1,0
198,4117,102,147,1,0,0
9973,4261,93,23,1,1,0
571,497,448,184,0,1,0
790,4529,315,54,1,1,0
9830,2805,265,136,0,1,0
1174,4932,252,93,1,0,0
178,1693,357,143,1,1,0
2244,4758,57,182,1,0,0
4086,724,430,199,0,0,0
734,375,398,57,1,0,0
6232,4398,8,63,1,1,0
798,2452,12,75,0,0,0
7601,3859,406,114,1,0,0
8979,1686,416,48,1,1,0
2795,4803,392,28,1,0,0
4588,256,130,117,0,0,0
7297,4494,221,81,0,0,0
3084,3600,328,6,0,1,0
731,50,371,76,1,0,0
1129,594,152,121,0,0,0
1605,4913,380,68,1,0,0
2933,4731,366,89,0,0,0
9407,3873,471,1,0,1,0
8516,3436,479,160,1,1,0
5074,1072,70,175,0,1,0
7099,1476,419,36,0,0,0
1490,4870,344,88,1,0,0
893,3020,19,126,1,0,0
1390,1664,80,102,1,1,0
3389,4492,437,29,1,1,0
4239,2730,227,40,1,0,0
4479,1395,345,3,1,0,0
2263,3897,18,82,1,0,0
3432,4624,443,110,1,1,0
2371,4780,164,166,0,0,0
4312,4045,367,23,1,1,0
1515,2660,386,49,0,1,0
6326,2233,106,36,1,0,0
7088,3322,376,180,1,0,0
5586,4197,347,24,0,0,0
2917,4218,213,92,0,1,0
5731,2101,238,124,0,0,0
7686,1306,146,30,1,1,0
1167,1637,180,91,1,1,0
8302,1140,429,37,1,0,0
5109,615,335,126,1,0,0
4327,4652,439,57,0,1,0
5810,4209,197,180,1,1,0
3655,1566,484,113,0,0,0
3793,976,286,49,1,1,0
9947,4796,52,131,1,0,0
6738,1316,368,91,0,0,0
1577,2339,239,179,1,0,0
9488,4356,289,158,0,0,0
2220,2096,286,77,1,1,0
9164,378,187,141,1,0,0
